JPGNumber,RaceNumber,BubbleNumber,Actual,Baseline,CNN
2376,0,0,0,0,0
2376,0,1,0,0,0
2376,0,2,0,0,0
2376,0,3,1,1,1
2376,0,4,0,0,0
2376,0,5,0,0,0
2376,0,6,0,0,0
2376,1,0,0,0,0
2376,1,1,1,1,1
2376,1,2,0,0,0
2378,0,0,0,0,0
2378,0,1,0,0,0
2378,0,2,0,0,0
2378,0,3,1,1,1
2378,0,4,0,0,0
2378,0,5,0,0,0
2378,0,6,0,0,0
2378,1,0,0,0,0
2378,1,1,1,1,1
2378,1,2,0,0,0
2380,0,0,1,1,1
2380,0,1,0,0,0
2380,0,2,1,1,1
2380,0,3,0,0,0
2380,0,4,0,0,0
2380,0,5,0,0,0
2380,0,6,0,0,0
2380,1,0,0,0,0
2380,1,1,1,1,1
2380,1,2,0,0,0
2382,0,0,1,1,1
2382,0,1,0,0,0
2382,0,2,1,1,1
2382,0,3,1,1,1
2382,0,4,0,0,0
2382,0,5,0,0,0
2382,0,6,0,0,0
2382,1,0,0,0,0
2382,1,1,1,1,1
2382,1,2,0,0,0
2384,0,0,0,0,0
2384,0,1,0,0,0
2384,0,2,0,0,0
2384,0,3,1,1,1
2384,0,4,0,0,0
2384,0,5,0,0,0
2384,0,6,0,0,0
2384,1,0,0,0,0
2384,1,1,1,1,1
2384,1,2,0,0,0
2386,0,0,0,0,2
2386,0,1,0,0,2
2386,0,2,0,0,2
2386,0,3,1,1,2
2386,0,4,0,0,2
2386,0,5,0,0,2
2386,0,6,0,0,2
2386,1,0,0,0,2
2386,1,1,1,1,2
2386,1,2,0,0,2
2388,0,0,0,0,0
2388,0,1,0,0,0
2388,0,2,0,0,0
2388,0,3,0,0,0
2388,0,4,0,0,0
2388,0,5,0,0,0
2388,0,6,0,0,0
2388,1,0,0,0,0
2388,1,1,1,1,1
2388,1,2,0,0,0
2390,0,0,1,1,1
2390,0,1,0,0,0
2390,0,2,0,0,0
2390,0,3,1,1,1
2390,0,4,0,0,0
2390,0,5,0,0,0
2390,0,6,0,0,0
2390,1,0,0,0,0
2390,1,1,1,1,1
2390,1,2,0,0,0
2392,0,0,1,1,1
2392,0,1,0,0,0
2392,0,2,1,1,1
2392,0,3,1,1,1
2392,0,4,0,0,0
2392,0,5,0,0,0
2392,0,6,0,0,0
2392,1,0,0,0,0
2392,1,1,1,1,1
2392,1,2,0,0,0
2394,0,0,1,1,2
2394,0,1,0,0,2
2394,0,2,0,0,2
2394,0,3,1,1,2
2394,0,4,0,0,2
2394,0,5,0,0,2
2394,0,6,0,0,2
2394,1,0,0,0,2
2394,1,1,1,1,2
2394,1,2,0,0,2
2396,0,0,1,1,1
2396,0,1,1,1,1
2396,0,2,0,0,0
2396,0,3,1,1,1
2396,0,4,0,0,0
2396,0,5,0,0,0
2396,0,6,0,0,0
2396,1,0,0,0,0
2396,1,1,1,1,1
2396,1,2,0,0,0
2398,0,0,1,1,1
2398,0,1,0,0,0
2398,0,2,1,1,1
2398,0,3,1,1,1
2398,0,4,0,0,0
2398,0,5,0,0,0
2398,0,6,0,0,0
2398,1,0,1,1,1
2398,1,1,0,0,0
2398,1,2,0,0,0
2400,0,0,0,0,2
2400,0,1,1,1,2
2400,0,2,0,0,2
2400,0,3,0,0,2
2400,0,4,0,0,2
2400,0,5,0,0,2
2400,0,6,0,0,2
2400,1,0,0,0,2
2400,1,1,1,1,2
2400,1,2,0,0,2
2402,0,0,1,1,2
2402,0,1,1,1,2
2402,0,2,0,0,2
2402,0,3,1,1,2
2402,0,4,0,0,2
2402,0,5,0,0,2
2402,0,6,0,0,2
2402,1,0,0,0,2
2402,1,1,1,1,2
2402,1,2,0,0,2
2404,0,0,0,0,0
2404,0,1,0,0,0
2404,0,2,0,0,0
2404,0,3,1,1,1
2404,0,4,0,0,0
2404,0,5,0,0,0
2404,0,6,0,0,0
2404,1,0,0,0,0
2404,1,1,1,1,1
2404,1,2,0,0,0
2406,0,0,1,1,2
2406,0,1,0,0,2
2406,0,2,0,0,2
2406,0,3,1,1,2
2406,0,4,0,0,2
2406,0,5,0,0,2
2406,0,6,0,0,2
2406,1,0,0,0,2
2406,1,1,1,1,2
2406,1,2,0,0,2
2408,0,0,1,1,1
2408,0,1,1,1,1
2408,0,2,0,0,0
2408,0,3,1,1,1
2408,0,4,0,0,0
2408,0,5,0,0,0
2408,0,6,0,0,0
2408,1,0,1,1,1
2408,1,1,0,0,0
2408,1,2,0,0,0
2410,0,0,0,0,0
2410,0,1,1,1,1
2410,0,2,1,1,1
2410,0,3,1,1,1
2410,0,4,0,0,0
2410,0,5,0,0,0
2410,0,6,0,0,0
2410,1,0,0,0,0
2410,1,1,1,1,1
2410,1,2,0,0,0
2412,0,0,1,1,1
2412,0,1,1,1,1
2412,0,2,0,0,0
2412,0,3,1,1,1
2412,0,4,0,0,0
2412,0,5,0,0,0
2412,0,6,0,0,0
2412,1,0,0,0,0
2412,1,1,1,1,1
2412,1,2,0,0,0
2414,0,0,1,1,2
2414,0,1,1,1,2
2414,0,2,1,1,2
2414,0,3,0,0,2
2414,0,4,0,0,2
2414,0,5,0,0,2
2414,0,6,0,0,2
2414,1,0,0,0,2
2414,1,1,1,1,2
2414,1,2,0,0,2
2416,0,0,1,1,2
2416,0,1,1,1,2
2416,0,2,1,1,2
2416,0,3,0,0,2
2416,0,4,0,0,2
2416,0,5,0,0,2
2416,0,6,0,0,2
2416,1,0,0,0,2
2416,1,1,1,1,2
2416,1,2,0,0,2
2418,0,0,0,0,2
2418,0,1,0,0,2
2418,0,2,0,0,2
2418,0,3,1,1,2
2418,0,4,0,0,2
2418,0,5,0,0,2
2418,0,6,0,0,2
2418,1,0,0,0,2
2418,1,1,1,1,2
2418,1,2,0,0,2
2420,0,0,0,0,2
2420,0,1,0,0,2
2420,0,2,0,0,2
2420,0,3,1,1,2
2420,0,4,0,0,2
2420,0,5,0,0,2
2420,0,6,0,0,2
2420,1,0,0,0,2
2420,1,1,1,1,2
2420,1,2,0,0,2
2422,0,0,1,1,1
2422,0,1,1,1,1
2422,0,2,0,0,0
2422,0,3,1,1,1
2422,0,4,0,0,0
2422,0,5,0,0,0
2422,0,6,0,0,0
2422,1,0,0,0,0
2422,1,1,1,1,1
2422,1,2,0,0,0
2424,0,0,0,0,2
2424,0,1,0,0,2
2424,0,2,0,0,2
2424,0,3,1,1,2
2424,0,4,0,0,2
2424,0,5,0,0,2
2424,0,6,0,0,2
2424,1,0,0,0,2
2424,1,1,1,1,2
2424,1,2,0,0,2
2426,0,0,0,0,2
2426,0,1,0,0,2
2426,0,2,0,0,2
2426,0,3,1,1,2
2426,0,4,0,0,2
2426,0,5,0,0,2
2426,0,6,0,0,2
2426,1,0,0,0,2
2426,1,1,1,1,2
2426,1,2,0,0,2
2428,0,0,0,0,2
2428,0,1,1,1,2
2428,0,2,1,1,2
2428,0,3,1,1,2
2428,0,4,0,0,2
2428,0,5,0,0,2
2428,0,6,0,0,2
2428,1,0,0,0,2
2428,1,1,1,1,2
2428,1,2,0,0,2
2430,0,0,1,1,1
2430,0,1,1,1,1
2430,0,2,1,1,1
2430,0,3,0,0,0
2430,0,4,0,0,0
2430,0,5,0,0,0
2430,0,6,0,0,0
2430,1,0,1,1,1
2430,1,1,0,0,0
2430,1,2,0,0,0
2432,0,0,1,1,1
2432,0,1,1,1,1
2432,0,2,0,0,0
2432,0,3,1,1,1
2432,0,4,0,0,0
2432,0,5,0,0,0
2432,0,6,0,0,0
2432,1,0,0,0,0
2432,1,1,1,1,1
2432,1,2,0,0,0
2434,0,0,1,1,1
2434,0,1,1,1,1
2434,0,2,0,0,0
2434,0,3,1,1,1
2434,0,4,0,0,0
2434,0,5,0,0,0
2434,0,6,0,0,0
2434,1,0,1,1,1
2434,1,1,0,0,0
2434,1,2,0,0,0
2436,0,0,1,1,1
2436,0,1,1,1,1
2436,0,2,1,1,1
2436,0,3,0,0,0
2436,0,4,0,0,0
2436,0,5,0,0,0
2436,0,6,0,0,0
2436,1,0,0,0,0
2436,1,1,1,1,1
2436,1,2,0,0,0
2438,0,0,1,1,2
2438,0,1,1,1,2
2438,0,2,0,0,2
2438,0,3,1,1,2
2438,0,4,0,0,2
2438,0,5,0,0,2
2438,0,6,0,0,2
2438,1,0,0,0,2
2438,1,1,1,1,2
2438,1,2,0,0,2
2440,0,0,1,1,1
2440,0,1,1,1,1
2440,0,2,0,0,0
2440,0,3,1,1,1
2440,0,4,0,0,0
2440,0,5,0,0,0
2440,0,6,0,0,0
2440,1,0,0,0,0
2440,1,1,1,1,1
2440,1,2,0,0,0
2442,0,0,1,1,1
2442,0,1,1,1,1
2442,0,2,0,0,0
2442,0,3,1,1,1
2442,0,4,0,0,0
2442,0,5,0,0,0
2442,0,6,0,0,0
2442,1,0,0,0,0
2442,1,1,1,1,1
2442,1,2,0,0,0
2444,0,0,0,0,2
2444,0,1,0,0,2
2444,0,2,0,0,2
2444,0,3,1,1,2
2444,0,4,0,0,2
2444,0,5,0,0,2
2444,0,6,0,0,2
2444,1,0,0,0,2
2444,1,1,1,1,2
2444,1,2,0,0,2
2446,0,0,1,1,1
2446,0,1,1,1,1
2446,0,2,1,1,1
2446,0,3,0,0,0
2446,0,4,0,0,0
2446,0,5,0,0,0
2446,0,6,0,0,0
2446,1,0,0,0,0
2446,1,1,1,1,1
2446,1,2,0,0,0
2448,0,0,1,1,2
2448,0,1,1,1,2
2448,0,2,0,0,2
2448,0,3,1,1,2
2448,0,4,0,0,2
2448,0,5,0,0,2
2448,0,6,0,0,2
2448,1,0,0,0,2
2448,1,1,1,1,2
2448,1,2,0,0,2
2450,0,0,1,1,2
2450,0,1,0,0,2
2450,0,2,1,1,2
2450,0,3,1,1,2
2450,0,4,0,0,2
2450,0,5,0,0,2
2450,0,6,0,0,2
2450,1,0,0,0,2
2450,1,1,1,1,2
2450,1,2,0,0,2
2452,0,0,0,0,2
2452,0,1,0,0,2
2452,0,2,0,0,2
2452,0,3,1,1,2
2452,0,4,0,0,2
2452,0,5,0,0,2
2452,0,6,0,0,2
2452,1,0,0,0,2
2452,1,1,1,1,2
2452,1,2,0,0,2
2454,0,0,1,1,2
2454,0,1,1,1,2
2454,0,2,0,0,2
2454,0,3,1,1,2
2454,0,4,0,0,2
2454,0,5,0,0,2
2454,0,6,0,0,2
2454,1,0,1,1,2
2454,1,1,0,0,2
2454,1,2,0,0,2
2456,0,0,0,0,2
2456,0,1,1,1,2
2456,0,2,1,1,2
2456,0,3,0,0,2
2456,0,4,0,0,2
2456,0,5,0,0,2
2456,0,6,0,0,2
2456,1,0,1,1,2
2456,1,1,0,0,2
2456,1,2,0,0,2
2458,0,0,1,1,1
2458,0,1,1,1,1
2458,0,2,0,0,0
2458,0,3,1,1,1
2458,0,4,0,0,0
2458,0,5,0,0,0
2458,0,6,0,0,0
2458,1,0,0,0,0
2458,1,1,1,1,1
2458,1,2,0,0,0
2460,0,0,1,1,1
2460,0,1,0,0,0
2460,0,2,0,0,0
2460,0,3,1,1,1
2460,0,4,0,0,0
2460,0,5,0,0,0
2460,0,6,0,0,0
2460,1,0,0,0,0
2460,1,1,1,1,1
2460,1,2,0,0,0
2462,0,0,1,1,2
2462,0,1,1,1,2
2462,0,2,0,0,2
2462,0,3,1,1,2
2462,0,4,0,0,2
2462,0,5,0,0,2
2462,0,6,0,0,2
2462,1,0,0,0,2
2462,1,1,1,1,2
2462,1,2,0,0,2
2464,0,0,1,2,2
2464,0,1,0,2,2
2464,0,2,1,2,2
2464,0,3,1,2,2
2464,0,4,0,2,2
2464,0,5,0,2,2
2464,0,6,0,2,2
2464,1,0,0,2,2
2464,1,1,1,2,2
2464,1,2,0,2,2
2466,0,0,0,0,2
2466,0,1,0,0,2
2466,0,2,0,0,2
2466,0,3,1,1,2
2466,0,4,0,0,2
2466,0,5,0,0,2
2466,0,6,0,0,2
2466,1,0,0,0,2
2466,1,1,1,1,2
2466,1,2,0,0,2
2468,0,0,1,1,1
2468,0,1,1,1,1
2468,0,2,0,0,0
2468,0,3,1,1,1
2468,0,4,0,0,0
2468,0,5,0,0,0
2468,0,6,0,0,0
2468,1,0,0,0,0
2468,1,1,1,1,1
2468,1,2,0,0,0
2470,0,0,1,1,1
2470,0,1,1,1,1
2470,0,2,0,0,0
2470,0,3,1,1,1
2470,0,4,0,0,0
2470,0,5,0,0,0
2470,0,6,0,0,0
2470,1,0,0,0,0
2470,1,1,1,1,1
2470,1,2,0,0,0
2472,0,0,0,0,0
2472,0,1,1,1,1
2472,0,2,1,1,1
2472,0,3,1,1,1
2472,0,4,0,0,0
2472,0,5,0,0,0
2472,0,6,0,0,0
2472,1,0,0,0,0
2472,1,1,1,1,1
2472,1,2,0,0,0
2474,0,0,1,1,2
2474,0,1,1,1,2
2474,0,2,0,0,2
2474,0,3,0,0,2
2474,0,4,0,0,2
2474,0,5,0,0,2
2474,0,6,0,0,2
2474,1,0,1,1,2
2474,1,1,0,0,2
2474,1,2,0,0,2
2476,0,0,1,1,2
2476,0,1,1,1,2
2476,0,2,0,0,2
2476,0,3,0,0,2
2476,0,4,0,0,2
2476,0,5,0,0,2
2476,0,6,0,0,2
2476,1,0,1,1,2
2476,1,1,0,0,2
2476,1,2,0,0,2
2478,0,0,1,1,1
2478,0,1,0,0,0
2478,0,2,1,1,1
2478,0,3,1,1,1
2478,0,4,0,0,0
2478,0,5,0,0,0
2478,0,6,0,0,0
2478,1,0,0,0,0
2478,1,1,0,0,0
2478,1,2,1,1,1
2480,0,0,1,1,1
2480,0,1,1,1,1
2480,0,2,1,1,1
2480,0,3,0,0,0
2480,0,4,0,0,0
2480,0,5,0,0,0
2480,0,6,0,0,0
2480,1,0,0,0,0
2480,1,1,1,1,1
2480,1,2,0,0,0
2482,0,0,1,1,1
2482,0,1,1,1,1
2482,0,2,0,0,0
2482,0,3,1,1,1
2482,0,4,0,0,0
2482,0,5,0,0,0
2482,0,6,0,0,0
2482,1,0,0,0,0
2482,1,1,1,1,1
2482,1,2,0,0,0
2484,0,0,1,1,1
2484,0,1,1,1,1
2484,0,2,0,0,0
2484,0,3,1,1,1
2484,0,4,0,0,0
2484,0,5,0,0,0
2484,0,6,0,0,0
2484,1,0,1,1,1
2484,1,1,0,0,0
2484,1,2,0,0,0
2486,0,0,1,1,1
2486,0,1,1,1,1
2486,0,2,1,1,1
2486,0,3,0,0,0
2486,0,4,0,0,0
2486,0,5,0,0,0
2486,0,6,0,0,0
2486,1,0,1,1,1
2486,1,1,0,0,0
2486,1,2,0,0,0
2488,0,0,1,1,1
2488,0,1,1,1,1
2488,0,2,1,1,1
2488,0,3,0,0,0
2488,0,4,0,0,0
2488,0,5,0,0,0
2488,0,6,0,0,0
2488,1,0,0,0,0
2488,1,1,1,1,1
2488,1,2,0,0,0
2490,0,0,1,1,1
2490,0,1,1,1,1
2490,0,2,1,1,1
2490,0,3,0,0,0
2490,0,4,0,0,0
2490,0,5,0,0,0
2490,0,6,0,0,0
2490,1,0,1,1,1
2490,1,1,0,0,0
2490,1,2,0,0,0
2492,0,0,1,1,1
2492,0,1,1,1,1
2492,0,2,0,0,0
2492,0,3,1,1,1
2492,0,4,0,0,0
2492,0,5,0,0,0
2492,0,6,0,0,0
2492,1,0,1,1,1
2492,1,1,0,0,0
2492,1,2,0,0,0
2494,0,0,0,0,2
2494,0,1,1,1,2
2494,0,2,0,0,2
2494,0,3,0,0,2
2494,0,4,0,0,2
2494,0,5,0,0,2
2494,0,6,0,0,2
2494,1,0,0,0,2
2494,1,1,1,1,2
2494,1,2,0,0,2
2496,0,0,0,0,0
2496,0,1,1,1,1
2496,0,2,1,1,1
2496,0,3,1,1,1
2496,0,4,0,0,0
2496,0,5,0,0,0
2496,0,6,0,0,0
2496,1,0,1,1,1
2496,1,1,0,0,0
2496,1,2,0,0,0
2498,0,0,1,1,1
2498,0,1,1,1,1
2498,0,2,1,1,1
2498,0,3,0,0,0
2498,0,4,0,0,0
2498,0,5,0,0,0
2498,0,6,0,0,0
2498,1,0,0,0,0
2498,1,1,1,1,1
2498,1,2,0,0,0
2500,0,0,1,1,1
2500,0,1,1,1,1
2500,0,2,1,1,1
2500,0,3,0,0,0
2500,0,4,0,0,0
2500,0,5,0,0,0
2500,0,6,0,0,0
2500,1,0,0,0,0
2500,1,1,1,1,1
2500,1,2,0,0,0
2502,0,0,1,1,2
2502,0,1,1,1,2
2502,0,2,1,1,2
2502,0,3,0,0,2
2502,0,4,0,0,2
2502,0,5,0,0,2
2502,0,6,0,0,2
2502,1,0,0,0,2
2502,1,1,1,1,2
2502,1,2,0,0,2
2504,0,0,1,2,2
2504,0,1,1,2,2
2504,0,2,0,2,2
2504,0,3,0,2,2
2504,0,4,1,2,2
2504,0,5,0,2,2
2504,0,6,0,2,2
2504,1,0,0,2,2
2504,1,1,1,2,2
2504,1,2,0,2,2
2506,0,0,0,0,0
2506,0,1,1,1,1
2506,0,2,1,1,1
2506,0,3,1,1,1
2506,0,4,0,0,0
2506,0,5,0,0,0
2506,0,6,0,0,0
2506,1,0,0,0,0
2506,1,1,1,1,1
2506,1,2,0,0,0
2508,0,0,1,1,2
2508,0,1,1,1,2
2508,0,2,1,1,2
2508,0,3,0,0,2
2508,0,4,0,0,2
2508,0,5,0,0,2
2508,0,6,0,0,2
2508,1,0,0,0,2
2508,1,1,1,1,2
2508,1,2,0,0,2
2510,0,0,1,1,2
2510,0,1,1,1,2
2510,0,2,1,1,2
2510,0,3,0,0,2
2510,0,4,0,0,2
2510,0,5,0,0,2
2510,0,6,0,0,2
2510,1,0,0,0,2
2510,1,1,1,1,2
2510,1,2,0,0,2
2512,0,0,1,1,1
2512,0,1,0,0,0
2512,0,2,1,1,1
2512,0,3,1,1,1
2512,0,4,0,0,0
2512,0,5,0,0,0
2512,0,6,0,0,0
2512,1,0,0,0,0
2512,1,1,1,1,1
2512,1,2,0,0,0
2514,0,0,1,1,1
2514,0,1,1,1,1
2514,0,2,0,0,0
2514,0,3,1,1,1
2514,0,4,0,0,0
2514,0,5,0,0,0
2514,0,6,0,0,0
2514,1,0,1,1,1
2514,1,1,0,0,0
2514,1,2,0,0,0
2516,0,0,1,1,1
2516,0,1,0,0,0
2516,0,2,0,0,0
2516,0,3,1,1,1
2516,0,4,0,0,0
2516,0,5,0,0,0
2516,0,6,0,0,0
2516,1,0,0,0,0
2516,1,1,1,1,1
2516,1,2,0,0,0
2518,0,0,1,1,2
2518,0,1,1,1,2
2518,0,2,1,1,2
2518,0,3,0,0,2
2518,0,4,0,0,2
2518,0,5,0,0,2
2518,0,6,0,0,2
2518,1,0,0,0,2
2518,1,1,1,1,2
2518,1,2,0,0,2
2520,0,0,1,1,2
2520,0,1,1,1,2
2520,0,2,1,1,2
2520,0,3,0,0,2
2520,0,4,0,0,2
2520,0,5,0,0,2
2520,0,6,0,0,2
2520,1,0,1,1,2
2520,1,1,0,0,2
2520,1,2,0,0,2
2522,0,0,0,0,0
2522,0,1,1,1,1
2522,0,2,1,1,1
2522,0,3,1,1,1
2522,0,4,0,0,0
2522,0,5,0,0,0
2522,0,6,0,0,0
2522,1,0,1,1,1
2522,1,1,0,0,0
2522,1,2,0,0,0
2524,0,0,1,1,1
2524,0,1,1,1,1
2524,0,2,1,1,1
2524,0,3,0,0,0
2524,0,4,0,0,0
2524,0,5,0,0,0
2524,0,6,0,0,0
2524,1,0,0,0,0
2524,1,1,1,1,1
2524,1,2,0,0,0
2526,0,0,1,1,2
2526,0,1,1,1,2
2526,0,2,1,1,2
2526,0,3,0,0,2
2526,0,4,0,0,2
2526,0,5,0,0,2
2526,0,6,0,0,2
2526,1,0,0,0,2
2526,1,1,1,1,2
2526,1,2,0,0,2
2528,0,0,0,0,0
2528,0,1,1,1,1
2528,0,2,1,1,1
2528,0,3,1,1,1
2528,0,4,0,0,0
2528,0,5,0,0,0
2528,0,6,0,0,0
2528,1,0,0,0,0
2528,1,1,1,1,1
2528,1,2,0,0,0
2530,0,0,1,1,1
2530,0,1,1,1,1
2530,0,2,1,1,1
2530,0,3,0,0,0
2530,0,4,0,0,0
2530,0,5,0,0,0
2530,0,6,0,0,0
2530,1,0,0,0,0
2530,1,1,1,1,1
2530,1,2,0,0,0
2532,0,0,0,0,2
2532,0,1,0,0,2
2532,0,2,0,0,2
2532,0,3,1,1,2
2532,0,4,1,1,2
2532,0,5,0,0,2
2532,0,6,0,0,2
2532,1,0,0,0,2
2532,1,1,1,1,2
